Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,n_genes,organism,pathway_db,input_genes,p_adj_global
Reactome_2022,Downstream TCR Signaling R-HSA-202424,3/94,0.0117059445280262,0.0798177461142019,0,0,6.732411917978928,29.943469004228515,NFKBIA;HLA-DRA;HLA-DRB1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.24793530397879196
Reactome_2022,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,6/378,0.011801010850218,0.0798177461142019,0,0,3.350720658888126,14.875759203429858,NCF2;CYBA;S100A9;RNF130;S100A8;CTSS,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.24793530397879196
Reactome_2022,Disease R-HSA-1643685,16/1736,0.0121176710881434,0.0804959579426671,0,0,2.0132890365448506,8.884826663045374,NUP214;CEBPB;CEBPD;ARPC1B;TALDO1;CYBA;CFP;PYCARD;NFKBIA;FKBP1A;SLC7A7;ARPC3;AP1S2;AP2S1;S100A9;S100A8,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.24837857839896893
Reactome_2022,EPHB-mediated Forward Signaling R-HSA-3928662,2/34,0.0125124802245355,0.0816603972548637,0,0,12.67091836734694,55.51165721021778,ARPC3;ARPC1B,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.251384685648707
Reactome_2022,Plasma Lipoprotein Clearance R-HSA-8964043,2/35,0.0132279832722483,0.0848415478840755,0,0,12.286332714904145,53.14355844722063,NPC2;AP2S1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.25856782272126005
KEGG_2021_Human,Cholesterol metabolism,2/50,0.025948961945953,0.0871885121384024,0,0,8.44047619047619,30.82144266223132,NPC2;TSPO,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2640966009387055
KEGG_2021_Human,Vibrio cholerae infection,2/50,0.025948961945953,0.0871885121384024,0,0,8.44047619047619,30.82144266223132,ATP6V0B;ACTB,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2640966009387055
KEGG_2021_Human,Arginine and proline metabolism,2/50,0.025948961945953,0.0871885121384024,0,0,8.44047619047619,30.82144266223132,ALDH2;SAT1,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2640966009387055
Reactome_2022,RHO GTPases Activate WASPs And WAVEs R-HSA-5663213,2/36,0.0139609152364795,0.0880247536944136,0,0,11.92436974789916,50.93486932982207,ARPC3;ARPC1B,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2662228439346681
KEGG_2021_Human,Natural killer cell mediated cytotoxicity,3/131,0.0280307213331602,0.0923364938033514,0,0,4.777384020618556,17.076540281059767,TYROBP;FCER1G;RAC1,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.27527383303029196
KEGG_2021_Human,Autoimmune thyroid disease,2/53,0.0289100845392208,0.093401811588252,0,0,7.942777110844338,28.14574537420548,HLA-DRA;HLA-DRB1,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2778230929838103
KEGG_2021_Human,Pyrimidine metabolism,2/56,0.0319994177727201,0.101432116713528,0,0,7.500377928949358,25.81658262777106,CDA;TYMP,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.29588676411828824
Reactome_2022,Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807,3/107,0.0165478094013241,0.1025964182882098,0,0,5.886994448850119,24.14551684724853,CEBPD;TIMP1;VIM,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.29823665580113773
KEGG_2021_Human,Glutathione metabolism,2/57,0.03305692249429,0.1028437588711247,0,0,7.363636363636363,25.106496966632545,GPX1;GSTP1,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2984834898271102
Reactome_2022,MTOR Signaling R-HSA-165159,2/41,0.0178804597481127,0.1055798575602847,0,0,10.392987964416536,41.82186992516352,FKBP1A;LAMTOR4,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3018198523623135
Reactome_2022,Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782,2/41,0.0178804597481127,0.1055798575602847,0,0,10.392987964416536,41.82186992516352,FTH1;FTL,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3018198523623135
Reactome_2022,Degradation Of Extracellular Matrix R-HSA-1474228,3/109,0.0173780716412013,0.1055798575602847,0,0,5.775335537833106,23.404813614286443,TIMP1;CTSS;CTSB,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3018198523623135
Reactome_2022,MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,3/112,0.0186665018739365,0.108499042142256,0,0,5.615530123900501,22.35556415568353,NFKBIA;S100A9;S100A8,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3086073903113666
KEGG_2021_Human,Amyotrophic lateral sclerosis,5/364,0.0359938548286516,0.1089311053842285,0,0,2.864829203929043,9.52385841490898,NUP214;GPX1;RAC1;ACTB;GABARAP,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.30917096123726984
KEGG_2021_Human,Mineral absorption,2/60,0.0363103684614095,0.1089311053842285,0,0,6.9817030260380015,23.148897224333663,FTH1;FTL,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.30917096123726984
Reactome_2022,Smooth Muscle Contraction R-HSA-445355,2/43,0.0195637897091908,0.1119650734126,0,0,9.885017421602788,38.888398778373954,ALDH2;ANXA2,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.31421569637376
KEGG_2021_Human,Riboflavin metabolism,1/8,0.0393135041520565,0.1149406843020338,0,0,28.705627705627705,92.8967850071638,BLVRB,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.32026691023019255
KEGG_2021_Human,Cytosolic DNA-sensing pathway,2/63,0.0396819029137973,0.1149406843020338,0,0,6.637336901973904,21.417757229084128,PYCARD;NFKBIA,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.32026691023019255
Reactome_2022,TCR Signaling R-HSA-202403,3/116,0.0204649473810009,0.1153478852383688,0,0,5.4156555058845,21.061710312990083,NFKBIA;HLA-DRA;HLA-DRB1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.32117581809700296
Reactome_2022,Interleukin-10 Signaling R-HSA-6783783,2/45,0.0213109604144821,0.1183235414057816,0,0,9.424299952539156,36.26973658038426,FPR1;TIMP1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3246732468331654
KEGG_2021_Human,Inflammatory bowel disease,2/65,0.0419931324107679,0.1195736651696444,0,0,6.425979915775834,20.37195761072225,HLA-DRA;HLA-DRB1,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3271977794324638
KEGG_2021_Human,Fc epsilon RI signaling pathway,2/68,0.0455522545652315,0.1235289891416913,0,0,6.132962275819419,18.944077490294053,FCER1G;RAC1,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.332527352054891
KEGG_2021_Human,Acute myeloid leukemia,2/67,0.0443537761760118,0.1235289891416913,0,0,6.227629513343799,19.402537395096388,SPI1;CD14,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.332527352054891
KEGG_2021_Human,Necroptosis,3/159,0.0455880793261003,0.1235289891416913,0,0,3.914353687549564,12.087950910125883,PYCARD;FTH1;FTL,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.332527352054891
KEGG_2021_Human,Adherens junction,2/71,0.0492185490137595,0.131249464036692,0,0,5.865424430641822,17.663636014354466,RAC1;ACTB,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3445501154434211
Reactome_2022,Ficolins Bind To Repetitive Carbohydrate Structures On Target Cell Surface R-HSA-2855086,1/5,0.0247535287182936,0.1354163629883122,0,0,50.24242424242424,185.83603697375267,FCN1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3516214009486954
KEGG_2021_Human,Thyroid hormone synthesis,2/75,0.0542668897312265,0.1424505855444697,0,0,5.542913055633212,16.15116734069409,GPX1;ASGR1,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.36392820340452475
KEGG_2021_Human,Pertussis,2/76,0.0555565913641185,0.143592420756491,0,0,5.467733039161611,15.803679213614178,PYCARD;CD14,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3651749995086051
KEGG_2021_Human,Synaptic vesicle cycle,2/78,0.058168160710821,0.1480644090820899,0,0,5.323308270676692,15.141709290687697,ATP6V0B;AP2S1,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.36761138510362334
Reactome_2022,Host Interactions Of HIV Factors R-HSA-162909,3/130,0.0274860097045577,0.1481854436245721,0,0,4.81524474389155,17.306365881326172,NUP214;AP1S2;AP2S1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3676816545503306
Reactome_2022,Synthesis Of 15-Eicosatetraenoic Acid Derivatives R-HSA-2142770,1/6,0.0296309633944118,0.155249554686214,0,0,40.19191919191919,141.432767389918,GPX1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3783432601910501
Reactome_2022,CLEC7A/inflammasome Pathway R-HSA-5660668,1/6,0.0296309633944118,0.155249554686214,0,0,40.19191919191919,141.432767389918,PYCARD,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3783432601910501
KEGG_2021_Human,B cell receptor signaling pathway,2/81,0.0621638842786596,0.1558736202808182,0,0,5.120382330147248,14.224325268693594,NFKBIA;RAC1,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.379397731377191
Reactome_2022,Amino Acids Regulate mTORC1 R-HSA-9639288,2/55,0.0309556684055239,0.157746693792533,0,0,7.642279553330766,26.55844340345009,ATP6V0B;LAMTOR4,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.38261478713295893
Reactome_2022,Membrane Trafficking R-HSA-199991,7/599,0.0306243464679217,0.157746693792533,0,0,2.454882301656496,8.55762138595055,SERPINA1;ARPC3;FTH1;AP1S2;AP2S1;GABARAP;FTL,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.38261478713295893
Reactome_2022,C-type Lectin Receptors (CLRs) R-HSA-5621481,3/141,0.0337928567698919,0.1603517587819281,0,0,4.428955625280143,15.003113032437629,PYCARD;NFKBIA;FCER1G,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3853301354971787
Reactome_2022,Synthesis Of 12-Eicosatetraenoic Acid Derivatives R-HSA-2142712,1/7,0.0344842492004146,0.1603517587819281,0,0,33.49158249158249,112.77461836050252,GPX1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3853301354971787
Reactome_2022,Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090,2/57,0.03305692249429,0.1603517587819281,0,0,7.363636363636363,25.106496966632545,CTSS;CTSB,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3853301354971787
Reactome_2022,IkBA Variant Leads To EDA-ID R-HSA-5603029,1/7,0.0344842492004146,0.1603517587819281,0,0,33.49158249158249,112.77461836050252,NFKBIA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3853301354971787
Reactome_2022,Loss Of Function Of TGFBR1 In Cancer R-HSA-3656534,1/7,0.0344842492004146,0.1603517587819281,0,0,33.49158249158249,112.77461836050252,FKBP1A,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3853301354971787
Reactome_2022,Nef Mediated CD8 Down-regulation R-HSA-182218,1/7,0.0344842492004146,0.1603517587819281,0,0,33.49158249158249,112.77461836050252,AP2S1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3853301354971787
Reactome_2022,RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of Myeloid Cells R-HSA-8939246,1/7,0.0344842492004146,0.1603517587819281,0,0,33.49158249158249,112.77461836050252,LGALS3,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3853301354971787
Reactome_2022,Leishmania Infection R-HSA-9658195,4/247,0.0354845755894858,0.1629661990035646,0,0,3.3705418381344305,11.25308366576114,PYCARD;ARPC3;ARPC1B;CYBA,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3858650433423862
Reactome_2022,FCGR3A-mediated Phagocytosis R-HSA-9664422,2/60,0.0363103684614095,0.1647250861907846,0,0,6.9817030260380015,23.148897224333663,ARPC3;ARPC1B,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.38946628905573105
KEGG_2021_Human,Complement and coagulation cascades,2/85,0.067632189652766,0.1670912920833042,0,0,4.87263339070568,13.12527238363094,CFD;SERPINA1,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3921736629742208
Reactome_2022,Formyl Peptide Receptors Bind Formyl Peptides And Many Other Ligands R-HSA-444473,1/8,0.0393135041520565,0.1680991212018969,0,0,28.705627705627705,92.8967850071638,FPR1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3921736629742208
Reactome_2022,Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482,2/62,0.0385451967593685,0.1680991212018969,0,0,6.748299319727892,21.97194825947037,ARPC3;ARPC1B,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3921736629742208
Reactome_2022,Nef Mediated CD4 Down-regulation R-HSA-167590,1/8,0.0393135041520565,0.1680991212018969,0,0,28.705627705627705,92.8967850071638,AP2S1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3921736629742208
Reactome_2022,Signaling By TGF-beta Receptor Complex In Cancer R-HSA-3304351,1/8,0.0393135041520565,0.1680991212018969,0,0,28.705627705627705,92.8967850071638,FKBP1A,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3921736629742208
Reactome_2022,Lectin Pathway Of Complement Activation R-HSA-166662,1/8,0.0393135041520565,0.1680991212018969,0,0,28.705627705627705,92.8967850071638,FCN1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3921736629742208
Reactome_2022,Vesicle-mediated Transport R-HSA-5653656,7/637,0.0405862856057402,0.1715692982424474,0,0,2.302270011947431,7.37722149969834,SERPINA1;ARPC3;FTH1;AP1S2;AP2S1;GABARAP;FTL,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.3964290603329277
Reactome_2022,Cellular Response To Starvation R-HSA-9711097,3/153,0.041455697866359,0.17327550119422,0,0,4.072164948453608,12.962230181254323,ATP6V0B;CEBPB;LAMTOR4,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.39736111176118116
KEGG_2021_Human,Transcriptional misregulation in cancer,3/192,0.0717418991703997,0.1742901660174901,0,0,3.225495009000164,8.498148268482408,CEBPB;SPI1;CD14,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.39871006926335345
KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,3/193,0.0726209025072875,0.1742901660174901,0,0,3.2083559413998914,8.413921429942212,NFKBIA;RAC1;GABARAP,3,100,human,KEGG_2021_Human,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.39871006926335345
Reactome_2022,Signaling By Rho GTPases R-HSA-194315,7/644,0.0426282581314397,0.1761968002766176,0,0,2.2761432116270828,7.181773348090362,NCF2;ARPC3;ARPC1B;CYBA;VIM;S100A9;S100A8,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.40150592706712
Reactome_2022,Synthesis Of 5-Eicosatetraenoic Acids R-HSA-2142688,1/9,0.0441188457824273,0.1783935938159017,0,0,25.116161616161616,78.3842312444799,GPX1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.40440059822124397
Reactome_2022,Calcineurin Activates NFAT R-HSA-2025928,1/9,0.0441188457824273,0.1783935938159017,0,0,25.116161616161616,78.3842312444799,FKBP1A,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.40440059822124397
Reactome_2022,Costimulation By CD28 Family R-HSA-388841,2/68,0.0455522545652315,0.1822090182609263,0,0,6.132962275819419,18.944077490294053,HLA-DRA;HLA-DRB1,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4108722440855222
Reactome_2022,HuR (ELAVL1) Binds And Stabilizes mRNA R-HSA-450520,1/10,0.0489003911418304,0.1868295942154953,0,0,22.32435465768799,67.37423003045056,NUP214,3,100,human,Reactome_2022,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.4154679422683336
